scene,operator,contrast_loss,clipping,entropy,DR,log_std,highlight_ratio,shadow_ratio,skew,kurtosis
Mirror Lake,gamma,0.348361074924469,0.8669806718826294,1.8762317895889282,1.9287917613983154,0.371076375246048,0.05507819727063179,0.0009135626023635268,2.0989389419555664,7.785998821258545
Mirror Lake,reinhard_local,0.27184006571769714,0.15425021946430206,7.178070068359375,1.9287917613983154,0.371076375246048,0.05507819727063179,0.0009135626023635268,2.0989389419555664,7.785998821258545
Mt. Rushmore (1),reinhard,0.39078667759895325,0.0765950083732605,6.975992202758789,3.0879499912261963,0.7310458421707153,0.1687852144241333,0.0001956558262463659,4.333858013153076,24.876394271850586
Mt. Rushmore (1),drago,0.226096510887146,0.023276161402463913,6.152661323547363,3.0879499912261963,0.7310458421707153,0.1687852144241333,0.0001956558262463659,4.333858013153076,24.876394271850586
Mt. Rushmore (1),filmic,0.2371048927307129,0.0037638358771800995,6.605406284332275,3.0879499912261963,0.7310458421707153,0.1687852144241333,0.0001956558262463659,4.333858013153076,24.876394271850586
Mt. Rushmore (1),gamma,0.562554121017456,0.2900761067867279,6.138841152191162,3.0879499912261963,0.7310458421707153,0.1687852144241333,0.0001956558262463659,4.333858013153076,24.876394271850586
Mt. Rushmore (1),reinhard_local,0.38980311155319214,0.07691112160682678,7.032780170440674,3.0879499912261963,0.7310458421707153,0.1687852144241333,0.0001956558262463659,4.333858013153076,24.876394271850586
Mt. Rushmore (2),reinhard,0.48711061477661133,0.12464959919452667,6.645685195922852,3.274635076522827,0.8204944133758545,0.12766870856285095,0.0001130312739405781,3.7684848308563232,19.169668197631836
Mt. Rushmore (2),drago,0.2848646640777588,0.024517089128494263,6.669767379760742,3.274635076522827,0.8204944133758545,0.12766870856285095,0.0001130312739405781,3.7684848308563232,19.169668197631836
Mt. Rushmore (2),filmic,0.30579882860183716,1.5228926713461988e-05,7.072737693786621,3.274635076522827,0.8204944133758545,0.12766870856285095,0.0001130312739405781,3.7684848308563232,19.169668197631836
Mt. Rushmore (2),gamma,0.662402868270874,0.4784734547138214,4.850940704345703,3.274635076522827,0.8204944133758545,0.12766870856285095,0.0001130312739405781,3.7684848308563232,19.169668197631836
Mt. Rushmore (2),reinhard_local,0.4859698414802551,0.1254880577325821,6.718404293060303,3.274635076522827,0.8204944133758545,0.12766870856285095,0.0001130312739405781,3.7684848308563232,19.169668197631836
Mt. Rushmore Flags,reinhard,0.0664796233177185,0.0007682926370762289,5.504849433898926,2.8929696083068848,0.6343833804130554,0.09707479178905487,0.00020874863548669964,5.555788516998291,103.89471435546875
Mt. Rushmore Flags,drago,0.03049987554550171,0.00026813693693839014,4.272708892822266,2.8929696083068848,0.6343833804130554,0.09707479178905487,0.00020874863548669964,5.555788516998291,103.89471435546875
Mt. Rushmore Flags,filmic,0.020410239696502686,0.0001081119044101797,3.962779998779297,2.8929696083068848,0.6343833804130554,0.09707479178905487,0.00020874863548669964,5.555788516998291,103.89471435546875
Mt. Rushmore Flags,gamma,0.3481730818748474,0.023438315838575363,7.041332244873047,2.8929696083068848,0.6343833804130554,0.09707479178905487,0.00020874863548669964,5.555788516998291,103.89471435546875
Mt. Rushmore Flags,reinhard_local,0.0660088062286377,0.0008514721994288266,5.5089287757873535,2.8929696083068848,0.6343833804130554,0.09707479178905487,0.00020874863548669964,5.555788516998291,103.89471435546875
Niagara Falls,reinhard,0.35431721806526184,0.23343782126903534,5.01547908782959,1.6693252325057983,0.38431477546691895,0.03132415935397148,0.0008955125813372433,0.7245935797691345,2.826357841491699
Niagara Falls,drago,0.239324152469635,0.05373476818203926,7.178140640258789,1.6693252325057983,0.38431477546691895,0.03132415935397148,0.0008955125813372433,0.7245935797691345,2.826357841491699
Niagara Falls,filmic,0.29374974966049194,0.0,6.531067371368408,1.6693252325057983,0.38431477546691895,0.03132415935397148,0.0008955125813372433,0.7245935797691345,2.826357841491699
Niagara Falls,gamma,0.38360893726348877,0.9945007562637329,0.13317044079303741,1.6693252325057983,0.38431477546691895,0.03132415935397148,0.0008955125813372433,0.7245935797691345,2.826357841491699
Niagara Falls,reinhard_local,0.34821322560310364,0.23863132297992706,5.43450403213501,1.6693252325057983,0.38431477546691895,0.03132415935397148,0.0008955125813372433,0.7245935797691345,2.826357841491699
