scene,operator,clipping,contrast_loss,entropy,DR
Blooming Gorse (1),gamma,0.9295336008071899,0.3024252653121948,1.30503249168396,1.9548957347869873
Blooming Gorse (2),reinhard,0.2469717413187027,0.35204553604125977,7.062352180480957,2.188305616378784
Blooming Gorse (2),drago,0.03410077467560768,0.21118247509002686,7.417899131774902,2.188305616378784
Blooming Gorse (2),filmic,0.008701889775693417,0.23852857947349548,7.553459167480469,2.188305616378784
Blooming Gorse (2),gamma,0.7508040070533752,0.43425002694129944,3.7471323013305664,2.188305616378784
Cades Cove,reinhard,0.08140729367733002,0.2772443890571594,6.849410057067871,2.1261425018310547
Cades Cove,drago,0.00023352817515842617,0.16622735559940338,7.197894096374512,2.1261425018310547
Cades Cove,filmic,2.5120991267613135e-05,0.18481075763702393,7.26503849029541,2.1261425018310547
Cades Cove,gamma,0.8155499696731567,0.3597440719604492,2.4996743202209473,2.1261425018310547
Canadian Falls,reinhard,0.28542888164520264,0.4812483787536621,5.79683256149292,2.1021299362182617
Canadian Falls,drago,0.03622368723154068,0.3516920506954193,7.284567832946777,2.1021299362182617
Canadian Falls,filmic,1.04311411632807e-05,0.43407753109931946,6.554389953613281,2.1021299362182617
Canadian Falls,gamma,0.9925081133842468,0.5177931189537048,0.15831393003463745,2.1021299362182617
Cemetery Tree (1),reinhard,0.2022324949502945,0.5404542684555054,7.309483528137207,2.6819746494293213
Cemetery Tree (1),drago,0.023844348266720772,0.34281525015830994,7.061557769775391,2.6819746494293213
Cemetery Tree (1),filmic,8.983718726085499e-05,0.3989143967628479,7.596865653991699,2.6819746494293213
Cemetery Tree (1),gamma,0.7679328322410583,0.625921368598938,3.192643404006958,2.6819746494293213
Cemetery Tree (2),reinhard,0.22981813549995422,0.5708528161048889,7.164168834686279,2.685145139694214
Cemetery Tree (2),drago,0.03449580818414688,0.366707444190979,7.05419921875,2.685145139694214
Cemetery Tree (2),filmic,6.768112507415935e-05,0.4264785349369049,7.4405717849731445,2.685145139694214
Cemetery Tree (2),gamma,0.7966122627258301,0.6614880561828613,2.9723408222198486,2.685145139694214
Delicate Arch,reinhard,0.38400501012802124,0.40137043595314026,5.758172988891602,1.6477992534637451
Delicate Arch,drago,0.10421626269817352,0.28931838274002075,6.956065654754639,1.6477992534637451
Delicate Arch,filmic,0.0,0.3508553206920624,6.430212020874023,1.6477992534637451
Delicate Arch,gamma,0.9981619715690613,0.45401209592819214,0.03420611470937729,1.6477992534637451
Delicate Flowers,reinhard,0.32217779755592346,0.30025580525398254,5.734734535217285,1.7475366592407227
Delicate Flowers,drago,0.18404284119606018,0.20253950357437134,7.170577049255371,1.7475366592407227
Delicate Flowers,filmic,4.5821548155799974e-07,0.23328045010566711,6.920848846435547,1.7475366592407227
Delicate Flowers,gamma,0.9732091426849365,0.34293776750564575,0.5313233733177185,1.7475366592407227
Devil's Bathtub,reinhard,0.2874907851219177,0.2961416244506836,5.44145393371582,2.4532573223114014
Devil's Bathtub,drago,0.0006163268117234111,0.19102191925048828,5.764513969421387,2.4532573223114014
Devil's Bathtub,filmic,0.0,0.22448641061782837,6.269351959228516,2.4532573223114014
Devil's Bathtub,gamma,0.9715620875358582,0.3486664891242981,0.42254209518432617,2.4532573223114014
Devil's Golf Course,reinhard,0.31386780738830566,0.22595781087875366,5.829409599304199,1.5773576498031616
Devil's Golf Course,drago,0.12160691618919373,0.14858022332191467,6.8890862464904785,1.5773576498031616
Devil's Golf Course,filmic,0.0,0.1719512939453125,6.527647972106934,1.5773576498031616
Devil's Golf Course,gamma,0.9875922799110413,0.26200681924819946,0.23563295602798462,1.5773576498031616
Devil's Tower,reinhard,0.14025919139385223,0.5532398819923401,7.177314758300781,2.9646358489990234
Devil's Tower,drago,0.019357286393642426,0.34866252541542053,7.063386917114258,2.9646358489990234
Devil's Tower,filmic,0.0007464869413524866,0.4038572609424591,7.400952339172363,2.9646358489990234
Devil's Tower,gamma,0.6858037710189819,0.6555405259132385,3.5561158657073975,2.9646358489990234
El Capitan,reinhard,0.1345129907131195,0.28618746995925903,7.031265735626221,1.8055020570755005
El Capitan,drago,0.012556236237287521,0.1710074543952942,7.356857776641846,1.8055020570755005
El Capitan,filmic,6.468924311775481e-07,0.19297698140144348,7.419610023498535,1.8055020570755005
El Capitan,gamma,0.8243440389633179,0.3592608869075775,2.414931535720825,1.8055020570755005
Exploratorium (1),reinhard,0.20331469178199768,0.2761198878288269,6.706446647644043,1.8698673248291016
Exploratorium (1),drago,0.02289748564362526,0.16929537057876587,7.10289192199707,1.8698673248291016
Exploratorium (1),filmic,1.2668310773733538e-06,0.19146302342414856,7.244669437408447,1.8698673248291016
Exploratorium (1),gamma,0.9139513373374939,0.3351741135120392,1.312025547027588,1.8698673248291016
Exploratorium (2),reinhard,0.16517983376979828,0.3481816351413727,7.417720317840576,2.5873260498046875
Exploratorium (2),drago,0.01404530182480812,0.20296823978424072,7.358375549316406,2.5873260498046875
Exploratorium (2),filmic,1.4393357560038567e-05,0.21682989597320557,7.520529270172119,2.5873260498046875
Exploratorium (2),gamma,0.7191218733787537,0.4693433344364166,3.360017776489258,2.5873260498046875
Flamingo,reinhard,0.07662983238697052,0.2471315860748291,6.951707363128662,3.683278799057007
Flamingo,drago,0.007087434642016888,0.12414008378982544,5.002508163452148,3.683278799057007
Flamingo,filmic,0.00014323276991490275,0.1337636113166809,5.861720085144043,3.683278799057007
Flamingo,gamma,0.164472296833992,0.4428355097770691,7.30848503112793,3.683278799057007
Four Corners Storm,reinhard,0.33090442419052124,0.1991090029478073,5.085360527038574,1.3887228965759277
Four Corners Storm,drago,1.1104987606813665e-05,0.13749220967292786,6.332217216491699,1.3887228965759277
Four Corners Storm,filmic,0.0,0.16949500143527985,6.2066650390625,1.3887228965759277
Four Corners Storm,gamma,0.9978604912757874,0.22126604616641998,0.0510714091360569,1.3887228965759277
Frontier,reinhard,0.03035680390894413,0.2550552487373352,6.814903259277344,3.375744342803955
Frontier,drago,0.006988433189690113,0.14679580926895142,4.678319454193115,3.375744342803955
Frontier,filmic,0.00045145006151869893,0.15587583184242249,5.579585075378418,3.375744342803955
Frontier,gamma,0.09049268066883087,0.38748791813850403,7.151632308959961,3.375744342803955
General Grant,reinhard,0.0790482610464096,0.3677637279033661,7.26451301574707,2.845404863357544
General Grant,drago,0.042142968624830246,0.21161183714866638,6.319852828979492,2.845404863357544
General Grant,filmic,5.0619335524970666e-05,0.22197359800338745,6.571836471557617,2.845404863357544
General Grant,gamma,0.2704129219055176,0.5222545862197876,6.251070022583008,2.845404863357544
General Sherman,reinhard,0.16619661450386047,0.36259111762046814,7.167278289794922,2.2689945697784424
General Sherman,drago,0.012365941889584064,0.22010356187820435,7.107571601867676,2.2689945697784424
General Sherman,filmic,7.78966295911232e-06,0.2509044110774994,7.583664894104004,2.2689945697784424
General Sherman,gamma,0.8182043433189392,0.4418857991695404,2.5773839950561523,2.2689945697784424
Golden Gate (1),reinhard,0.19539472460746765,0.45893317461013794,6.468981742858887,1.9426336288452148
Golden Gate (1),drago,0.08531700074672699,0.30135974287986755,7.3753461837768555,1.9426336288452148
Golden Gate (1),filmic,0.0,0.36142614483833313,6.809467315673828,1.9426336288452148
Golden Gate (1),gamma,0.9625171422958374,0.5275722146034241,0.5612577199935913,1.9426336288452148
Golden Gate (2),reinhard,4.57137321063783e-05,0.0070767998695373535,3.427962303161621,2.4241087436676025
Golden Gate (2),drago,9.056494309334084e-05,0.0030085742473602295,3.766741991043091,2.4241087436676025
Golden Gate (2),filmic,3.819360790657811e-05,0.0007371902465820312,1.8369792699813843,2.4241087436676025
Golden Gate (2),gamma,7.894783630035818e-05,0.27357685565948486,5.737406253814697,2.4241087436676025
HDR Mark,reinhard,0.05495666712522507,0.2328769564628601,5.971353530883789,3.525357961654663
HDR Mark,drago,0.023220069706439972,0.12037414312362671,4.607542514801025,3.525357961654663
HDR Mark,filmic,0.006132459733635187,0.12171709537506104,4.648919105529785,3.525357961654663
HDR Mark,gamma,0.11250915378332138,0.4943755269050598,6.841313362121582,3.525357961654663
Half Dome Sunset,reinhard,0.05239109322428703,0.3046601414680481,7.223649024963379,2.4927830696105957
Half Dome Sunset,drago,0.027058351784944534,0.17549622058868408,6.071666717529297,2.4927830696105957
Half Dome Sunset,filmic,0.0,0.18208158016204834,6.2882866859436035,2.4927830696105957
Half Dome Sunset,gamma,0.21970395743846893,0.44335469603538513,6.402443885803223,2.4927830696105957
Hall of Fame,reinhard,0.24326719343662262,0.5397359728813171,5.961772918701172,2.2988274097442627
Hall of Fame,drago,0.011088276281952858,0.3602198660373688,7.154339790344238,2.2988274097442627
Hall of Fame,filmic,1.5902772929621278e-06,0.43677812814712524,6.884784698486328,2.2988274097442627
Hall of Fame,gamma,0.9507704377174377,0.6028798222541809,0.8026543259620667,2.2988274097442627
Hancock Kitchen Inside,reinhard,0.019725071266293526,0.15048572421073914,6.466030597686768,3.4688775539398193
Hancock Kitchen Inside,drago,0.011540777049958706,0.08278465270996094,4.733861923217773,3.4688775539398193
Hancock Kitchen Inside,filmic,0.00825485959649086,0.0833529531955719,5.066741943359375,3.4688775539398193
Hancock Kitchen Inside,gamma,0.05351843684911728,0.3466339707374573,7.241290092468262,3.4688775539398193
Hancock Kitchen Outside,reinhard,0.20065531134605408,0.3321347236633301,6.652337074279785,2.4161031246185303
Hancock Kitchen Outside,drago,1.1104987606813665e-05,0.19391173124313354,6.793173313140869,2.4161031246185303
Hancock Kitchen Outside,filmic,4.339570295996964e-06,0.2113441824913025,7.351792812347412,2.4161031246185303
Hancock Kitchen Outside,gamma,0.8191754221916199,0.4451397657394409,2.3472096920013428,2.4161031246185303
Hancock Seed Field,reinhard,0.2922450304031372,0.3019294738769531,4.613033294677734,1.5614399909973145
Hancock Seed Field,drago,0.0061319745145738125,0.21113716065883636,6.751065254211426,1.5614399909973145
Hancock Seed Field,filmic,4.04307797907677e-07,0.26271194219589233,6.040708541870117,1.5614399909973145
Hancock Seed Field,gamma,0.9967705011367798,0.320243239402771,0.0762769877910614,1.5614399909973145
Hoover Dam,reinhard,0.23346813023090363,0.41081467270851135,6.658168792724609,1.7642148733139038
Hoover Dam,drago,0.07113272696733475,0.25527483224868774,7.225897789001465,1.7642148733139038
Hoover Dam,filmic,0.0,0.29355549812316895,7.211487770080566,1.7642148733139038
Hoover Dam,gamma,0.9020065665245056,0.4872526228427887,1.3048577308654785,1.7642148733139038
Hoover Garage,reinhard,0.01886500045657158,0.2012273669242859,6.687239646911621,3.510390520095825
Hoover Garage,drago,0.007992167957127094,0.11751556396484375,4.9092817306518555,3.510390520095825
Hoover Garage,filmic,0.0001081119044101797,0.11371469497680664,5.3689985275268555,3.510390520095825
Hoover Garage,gamma,0.07656645774841309,0.4100138545036316,7.245919227600098,3.510390520095825
Jesse Brown's Cabin,reinhard,0.13131369650363922,0.512108564376831,7.443244934082031,3.1277151107788086
Jesse Brown's Cabin,drago,0.0017300329636782408,0.3285607397556305,6.953192710876465,3.1277151107788086
Jesse Brown's Cabin,filmic,2.6630406864569522e-05,0.3817025423049927,7.555384635925293,3.1277151107788086
Jesse Brown's Cabin,gamma,0.666118323802948,0.6135309934616089,3.827141284942627,3.1277151107788086
Kings Canyon,reinhard,0.0701715275645256,0.31338804960250854,7.303746700286865,2.1775856018066406
Kings Canyon,drago,0.010680491104722023,0.18915733695030212,7.195034980773926,2.1775856018066406
Kings Canyon,filmic,9.164309631159995e-07,0.2097765952348709,7.391781806945801,2.1775856018066406
Kings Canyon,gamma,0.6801112294197083,0.40407684445381165,3.8299453258514404,2.1775856018066406
Lab Booth,reinhard,0.2172784060239792,0.41305798292160034,7.373984336853027,3.224783420562744
Lab Booth,drago,0.03963930532336235,0.23797261714935303,6.8885040283203125,3.224783420562744
Lab Booth,filmic,0.0014454541960731149,0.2574358284473419,7.597598075866699,3.224783420562744
Lab Booth,gamma,0.5451100468635559,0.5234616994857788,5.728445053100586,3.224783420562744
Lab Typwriter,reinhard,0.025184735655784607,0.194222092628479,4.404468536376953,3.7307310104370117
Lab Typwriter,drago,0.0168235432356596,0.10689669847488403,3.016267776489258,3.7307310104370117
Lab Typwriter,filmic,0.0016158295329660177,0.10017168521881104,3.0693602561950684,3.7307310104370117
Lab Typwriter,gamma,0.0684894397854805,0.48705893754959106,6.069573402404785,3.7307310104370117
Lab Window,reinhard,0.13285265862941742,0.6763643622398376,7.476926803588867,3.814112901687622
Lab Window,drago,0.04111777991056442,0.4686667025089264,7.206104278564453,3.814112901687622
Lab Window,filmic,3.962216396757867e-06,0.5313506126403809,7.565549373626709,3.814112901687622
Lab Window,gamma,0.7624323964118958,0.7945571541786194,2.7787623405456543,3.814112901687622
Lady Bird Redwoods,reinhard,0.03694645315408707,0.25365355610847473,7.467679977416992,3.4640557765960693
Lady Bird Redwoods,drago,0.009218163788318634,0.145717054605484,5.9691996574401855,3.4640557765960693
Lady Bird Redwoods,filmic,0.00011307140812277794,0.1498337984085083,6.507717132568359,3.4640557765960693
Lady Bird Redwoods,gamma,0.1807752549648285,0.39806869626045227,7.081520080566406,3.4640557765960693
Las Vegas Store,reinhard,0.024291997775435448,0.16640257835388184,7.000662803649902,3.6363790035247803
Las Vegas Store,drago,0.003681033616885543,0.09158149361610413,4.813126564025879,3.6363790035247803
Las Vegas Store,filmic,0.00037929462268948555,0.0919257402420044,5.758084297180176,3.6363790035247803
Las Vegas Store,gamma,0.09618663042783737,0.33370327949523926,7.454864978790283,3.6363790035247803
Letchworth Tea Table (1),reinhard,0.18323753774166107,0.8189145922660828,6.446510314941406,3.2402820587158203
Letchworth Tea Table (1),drago,0.036111801862716675,0.5959466695785522,6.633004188537598,3.2402820587158203
Letchworth Tea Table (1),filmic,0.0009414171800017357,0.7269157767295837,6.437963485717773,3.2402820587158203
Letchworth Tea Table (1),gamma,0.9898427128791809,0.8641650080680847,0.22749027609825134,3.2402820587158203
Letchworth Tea Table (2),reinhard,0.15798836946487427,0.5928431749343872,6.713761329650879,2.9230732917785645
Letchworth Tea Table (2),drago,0.01004171185195446,0.35652077198028564,6.154778957366943,2.9230732917785645
Letchworth Tea Table (2),filmic,4.096985776413931e-06,0.4028620421886444,6.405145168304443,2.9230732917785645
Letchworth Tea Table (2),gamma,0.4082717299461365,0.7696154713630676,5.20286750793457,2.9230732917785645
Little River,reinhard,0.043008968234062195,0.2955986261367798,7.608980178833008,2.8784263134002686
Little River,drago,0.011470157653093338,0.17374137043952942,6.796480655670166,2.8784263134002686
Little River,filmic,1.078154099332096e-07,0.18608742952346802,7.1932902336120605,2.8784263134002686
Little River,gamma,0.3832976222038269,0.40351036190986633,5.843977451324463,2.8784263134002686
Luxo Double Checker,reinhard,0.028138231486082077,0.21395498514175415,5.26177978515625,4.580048561096191
Luxo Double Checker,drago,0.007497025188058615,0.11480742692947388,3.026122808456421,4.580048561096191
Luxo Double Checker,filmic,0.00013166957069188356,0.11881041526794434,3.9180407524108887,4.580048561096191
Luxo Double Checker,gamma,0.06753689050674438,0.4764539897441864,6.548129558563232,4.580048561096191
M3 Middle Pond,reinhard,0.2626701295375824,0.37895679473876953,6.826366901397705,2.1830344200134277
M3 Middle Pond,drago,0.004415661096572876,0.23886187374591827,7.013401031494141,2.1830344200134277
M3 Middle Pond,filmic,1.412381880072644e-05,0.27783203125,7.330024719238281,2.1830344200134277
M3 Middle Pond,gamma,0.907900869846344,0.4513688385486603,1.5050537586212158,2.1830344200134277
Mackinac Bridge,reinhard,0.20491555333137512,0.16765689849853516,5.617997169494629,1.6387516260147095
Mackinac Bridge,drago,0.025371499359607697,0.1015060693025589,6.734409332275391,1.6387516260147095
Mackinac Bridge,filmic,0.0,0.11713758111000061,6.55548620223999,1.6387516260147095
Mackinac Bridge,gamma,0.9878934025764465,0.20209766924381256,0.19641658663749695,1.6387516260147095
Mammoth Hot Springs,reinhard,0.23468299210071564,0.5000770092010498,6.349267482757568,2.3494129180908203
Mammoth Hot Springs,drago,0.001398500637151301,0.32909077405929565,6.900033473968506,2.3494129180908203
Mammoth Hot Springs,filmic,8.086155389719352e-08,0.3983672261238098,7.200718402862549,2.3494129180908203
Mammoth Hot Springs,gamma,0.9727545976638794,0.558052659034729,0.42185330390930176,2.3494129180908203
Mason Lake (1),reinhard,0.29717156291007996,0.3554895520210266,6.227227210998535,2.2619364261627197
Mason Lake (1),drago,0.12440170347690582,0.2660977840423584,7.145565986633301,2.2619364261627197
Mason Lake (1),filmic,0.00026810995768755674,0.3168872594833374,6.450714588165283,2.2619364261627197
Mason Lake (1),gamma,0.971820056438446,0.406657874584198,0.5908206105232239,2.2619364261627197
Mason Lake (2),reinhard,0.22820541262626648,0.5152872800827026,6.085629940032959,1.965225100517273
Mason Lake (2),drago,0.07429397851228714,0.35862302780151367,6.9578399658203125,1.965225100517273
Mason Lake (2),filmic,1.6711388752810308e-06,0.44178855419158936,6.798428058624268,1.965225100517273
Mason Lake (2),gamma,0.9998102188110352,0.5630962252616882,0.0043173921294510365,1.965225100517273
McKee's Pub,reinhard,0.00018433739023748785,0.016630351543426514,3.5381877422332764,2.6104917526245117
McKee's Pub,drago,0.00018611634732224047,0.007239162921905518,3.217378616333008,2.6104917526245117
McKee's Pub,filmic,0.0001124784248531796,0.002621591091156006,1.9442912340164185,2.6104917526245117
McKee's Pub,gamma,0.00033126285416074097,0.3096133768558502,5.8407487869262695,2.6104917526245117
Middle Pond,reinhard,0.2450551837682724,0.39524543285369873,6.507594585418701,1.8348422050476074
Middle Pond,drago,0.07618751376867294,0.25668343901634216,7.277781963348389,1.8348422050476074
Middle Pond,filmic,1.078154099332096e-07,0.3030243515968323,7.207645893096924,1.8348422050476074
Middle Pond,gamma,0.9504152536392212,0.4670368731021881,0.7682130336761475,1.8348422050476074
Mirror Lake,reinhard,0.1539173573255539,0.27934929728507996,6.975306510925293,1.9287917613983154
Mirror Lake,drago,0.006206232123076916,0.16643285751342773,7.1665496826171875,1.9287917613983154
Mirror Lake,filmic,0.0,0.18782170116901398,7.365935325622559,1.9287917613983154
Mirror Lake,gamma,0.8669806718826294,0.348361074924469,1.8762317895889282,1.9287917613983154
Mt. Rushmore (1),reinhard,0.0765950083732605,0.39078667759895325,6.975992202758789,3.0879499912261963
Mt. Rushmore (1),drago,0.023276161402463913,0.226096510887146,6.152661323547363,3.0879499912261963
Mt. Rushmore (1),filmic,0.0037638358771800995,0.2371048927307129,6.605406284332275,3.0879499912261963
Mt. Rushmore (1),gamma,0.2900761067867279,0.562554121017456,6.138841152191162,3.0879499912261963
Mt. Rushmore (2),reinhard,0.12464959919452667,0.48711061477661133,6.645685195922852,3.274635076522827
Mt. Rushmore (2),drago,0.024517089128494263,0.2848646640777588,6.669767379760742,3.274635076522827
Mt. Rushmore (2),filmic,1.5228926713461988e-05,0.30579882860183716,7.072737693786621,3.274635076522827
Mt. Rushmore (2),gamma,0.4784734547138214,0.662402868270874,4.850940704345703,3.274635076522827
Mt. Rushmore Flags,reinhard,0.0007682926370762289,0.0664796233177185,5.504849433898926,2.8929696083068848
Mt. Rushmore Flags,drago,0.00026813693693839014,0.03049987554550171,4.272708892822266,2.8929696083068848
Mt. Rushmore Flags,filmic,0.0001081119044101797,0.020410239696502686,3.962779998779297,2.8929696083068848
Mt. Rushmore Flags,gamma,0.023438315838575363,0.3481730818748474,7.041332244873047,2.8929696083068848
Niagara Falls,reinhard,0.23343782126903534,0.35431721806526184,5.01547908782959,1.6693252325057983
Niagara Falls,drago,0.05373476818203926,0.239324152469635,7.178140640258789,1.6693252325057983
Niagara Falls,filmic,0.0,0.29374974966049194,6.531067371368408,1.6693252325057983
Niagara Falls,gamma,0.9945007562637329,0.38360893726348877,0.13317044079303741,1.6693252325057983
North Bubble,reinhard,0.23279063403606415,0.4119579792022705,6.809412002563477,2.1328818798065186
North Bubble,drago,0.027792278677225113,0.2481510043144226,7.397115707397461,2.1328818798065186
North Bubble,filmic,2.4015882445382886e-05,0.2800450325012207,7.11454439163208,2.1328818798065186
North Bubble,gamma,0.7510515451431274,0.517638087272644,3.0848100185394287,2.1328818798065186
O Canada! (Lights),reinhard,0.14892438054084778,0.35858848690986633,6.321257591247559,3.0821428298950195
O Canada! (Lights),drago,0.03524453565478325,0.19161760807037354,6.423465728759766,3.0821428298950195
O Canada! (Lights),filmic,0.001334997359663248,0.18932324647903442,6.450554847717285,3.0821428298950195
O Canada! (Lights),gamma,0.4466533362865448,0.5908815860748291,5.00324821472168,3.0821428298950195
O Canada! (No Lights),reinhard,0.16026976704597473,0.5568763017654419,6.354036331176758,3.082826614379883
O Canada! (No Lights),drago,0.022427411749958992,0.3341400623321533,6.868771076202393,3.082826614379883
O Canada! (No Lights),filmic,3.773539276608062e-07,0.37506791949272156,6.912267684936523,3.082826614379883
O Canada! (No Lights),gamma,0.5592780709266663,0.7126928567886353,4.642760276794434,3.082826614379883
Old Faithful Inn,reinhard,0.19799143075942993,0.46873873472213745,7.338301658630371,2.876605749130249
Old Faithful Inn,drago,0.009752631187438965,0.28152772784233093,7.111562252044678,2.876605749130249
Old Faithful Inn,filmic,0.0002570858341641724,0.3133872449398041,7.5061798095703125,2.876605749130249
Old Faithful Inn,gamma,0.5952679514884949,0.5975440740585327,4.107831954956055,2.876605749130249
Otter Point,reinhard,0.3631100654602051,0.5366126894950867,5.500894069671631,2.874438762664795
Otter Point,drago,0.017804017290472984,0.3882983922958374,7.2855730056762695,2.874438762664795
Otter Point,filmic,0.00013929751003161073,0.4728413224220276,6.262884616851807,2.874438762664795
Otter Point,gamma,0.9816123247146606,0.5795301795005798,0.36840638518333435,2.874438762664795
Paul Bunyan,reinhard,0.3130621016025543,0.31995269656181335,6.279131889343262,2.027418851852417
Paul Bunyan,drago,0.013561776839196682,0.20436953008174896,7.082275390625,2.027418851852417
Paul Bunyan,filmic,2.69538524833024e-08,0.23858977854251862,7.043213367462158,2.027418851852417
Paul Bunyan,gamma,0.949508547782898,0.38449740409851074,0.8629407286643982,2.027418851852417
Peck Lake,reinhard,0.19702276587486267,0.4450148344039917,6.762186050415039,2.5269410610198975
Peck Lake,drago,0.012673081830143929,0.28218144178390503,7.475635051727295,2.5269410610198975
Peck Lake,filmic,5.66030905702064e-07,0.3290603756904602,7.489020824432373,2.5269410610198975
