scene,operator,exposure_sensitivity_index
C:\hdr_perceptual\data\hdr_exr\Middle Pond.exr,reinhard,0.540579617023468
C:\hdr_perceptual\data\hdr_exr\Middle Pond.exr,drago,0.10571816563606262
C:\hdr_perceptual\data\hdr_exr\Middle Pond.exr,filmic,0.4293186068534851
C:\hdr_perceptual\data\hdr_exr\Middle Pond.exr,gamma,1.6071006059646606
C:\hdr_perceptual\data\hdr_exr\Middle Pond.exr,reinhard_local,0.32654306292533875
C:\hdr_perceptual\data\hdr_exr\Mirror Lake.exr,reinhard,0.5547481179237366
C:\hdr_perceptual\data\hdr_exr\Mirror Lake.exr,drago,0.16537758708000183
C:\hdr_perceptual\data\hdr_exr\Mirror Lake.exr,filmic,0.28274670243263245
C:\hdr_perceptual\data\hdr_exr\Mirror Lake.exr,gamma,2.290337085723877
C:\hdr_perceptual\data\hdr_exr\Mirror Lake.exr,reinhard_local,0.3283931314945221
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (1).exr,reinhard,0.46648478507995605
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (1).exr,drago,0.6865332722663879
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (1).exr,filmic,0.9218596816062927
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (1).exr,gamma,0.6022641658782959
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (1).exr,reinhard_local,0.5003801584243774
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (2).exr,reinhard,0.2170892357826233
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (2).exr,drago,0.5183455348014832
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (2).exr,filmic,0.5541924834251404
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (2).exr,gamma,0.6548710465431213
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore (2).exr,reinhard_local,0.23199978470802307
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore Flags.exr,reinhard,1.279133915901184
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore Flags.exr,drago,0.8043698668479919
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore Flags.exr,filmic,1.4021564722061157
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore Flags.exr,gamma,0.39131033420562744
C:\hdr_perceptual\data\hdr_exr\Mt. Rushmore Flags.exr,reinhard_local,1.2854818105697632
C:\hdr_perceptual\data\hdr_exr\Niagara Falls.exr,reinhard,0.6594117283821106
C:\hdr_perceptual\data\hdr_exr\Niagara Falls.exr,drago,0.172064408659935
C:\hdr_perceptual\data\hdr_exr\Niagara Falls.exr,filmic,0.8273032903671265
C:\hdr_perceptual\data\hdr_exr\Niagara Falls.exr,gamma,0.6027329564094543
C:\hdr_perceptual\data\hdr_exr\Niagara Falls.exr,reinhard_local,0.5354011058807373
C:\hdr_perceptual\data\hdr_exr\North Bubble.exr,reinhard,0.2562132477760315
C:\hdr_perceptual\data\hdr_exr\North Bubble.exr,drago,0.09047898650169373
C:\hdr_perceptual\data\hdr_exr\North Bubble.exr,filmic,0.2147364467382431
C:\hdr_perceptual\data\hdr_exr\North Bubble.exr,gamma,1.5736163854599
C:\hdr_perceptual\data\hdr_exr\North Bubble.exr,reinhard_local,0.18182426691055298
C:\hdr_perceptual\data\hdr_exr\O Canada! (Lights).exr,reinhard,0.30188679695129395
C:\hdr_perceptual\data\hdr_exr\O Canada! (Lights).exr,drago,0.4612811803817749
C:\hdr_perceptual\data\hdr_exr\O Canada! (Lights).exr,filmic,0.7786897420883179
C:\hdr_perceptual\data\hdr_exr\O Canada! (Lights).exr,gamma,0.5112379789352417
C:\hdr_perceptual\data\hdr_exr\O Canada! (Lights).exr,reinhard_local,0.36401501297950745
C:\hdr_perceptual\data\hdr_exr\O Canada! (No Lights).exr,reinhard,0.13737346231937408
C:\hdr_perceptual\data\hdr_exr\O Canada! (No Lights).exr,drago,0.3449523448944092
C:\hdr_perceptual\data\hdr_exr\O Canada! (No Lights).exr,filmic,0.2793808579444885
C:\hdr_perceptual\data\hdr_exr\O Canada! (No Lights).exr,gamma,0.8404490351676941
C:\hdr_perceptual\data\hdr_exr\O Canada! (No Lights).exr,reinhard_local,0.1835903525352478
C:\hdr_perceptual\data\hdr_exr\Old Faithful Inn.exr,reinhard,0.1992517113685608
C:\hdr_perceptual\data\hdr_exr\Old Faithful Inn.exr,drago,0.4127964675426483
C:\hdr_perceptual\data\hdr_exr\Old Faithful Inn.exr,filmic,0.379023015499115
C:\hdr_perceptual\data\hdr_exr\Old Faithful Inn.exr,gamma,1.4704328775405884
C:\hdr_perceptual\data\hdr_exr\Old Faithful Inn.exr,reinhard_local,0.16459472477436066
C:\hdr_perceptual\data\hdr_exr\Otter Point.exr,reinhard,0.4381266236305237
C:\hdr_perceptual\data\hdr_exr\Otter Point.exr,drago,0.0695495679974556
C:\hdr_perceptual\data\hdr_exr\Otter Point.exr,filmic,0.984876811504364
C:\hdr_perceptual\data\hdr_exr\Otter Point.exr,gamma,0.7124300003051758
C:\hdr_perceptual\data\hdr_exr\Otter Point.exr,reinhard_local,0.27646929025650024
C:\hdr_perceptual\data\hdr_exr\Paul Bunyan.exr,reinhard,0.39026275277137756
C:\hdr_perceptual\data\hdr_exr\Paul Bunyan.exr,drago,0.058704882860183716
C:\hdr_perceptual\data\hdr_exr\Paul Bunyan.exr,filmic,0.5077548027038574
C:\hdr_perceptual\data\hdr_exr\Paul Bunyan.exr,gamma,1.2202484607696533
C:\hdr_perceptual\data\hdr_exr\Paul Bunyan.exr,reinhard_local,0.25566136837005615
C:\hdr_perceptual\data\hdr_exr\Peck Lake.exr,reinhard,0.6004775762557983
C:\hdr_perceptual\data\hdr_exr\Peck Lake.exr,drago,0.14510472118854523
C:\hdr_perceptual\data\hdr_exr\Peck Lake.exr,filmic,0.3335563540458679
C:\hdr_perceptual\data\hdr_exr\Peck Lake.exr,gamma,1.4854432344436646
C:\hdr_perceptual\data\hdr_exr\Peck Lake.exr,reinhard_local,0.4310033917427063
C:\hdr_perceptual\data\hdr_exr\Peppermill.exr,reinhard,0.8198010921478271
C:\hdr_perceptual\data\hdr_exr\Peppermill.exr,drago,0.9133621454238892
C:\hdr_perceptual\data\hdr_exr\Peppermill.exr,filmic,1.192366600036621
C:\hdr_perceptual\data\hdr_exr\Peppermill.exr,gamma,0.39708930253982544
C:\hdr_perceptual\data\hdr_exr\Peppermill.exr,reinhard_local,0.8372569680213928
C:\hdr_perceptual\data\hdr_exr\Petroglyphs.exr,reinhard,0.47487160563468933
C:\hdr_perceptual\data\hdr_exr\Petroglyphs.exr,drago,0.16187354922294617
C:\hdr_perceptual\data\hdr_exr\Petroglyphs.exr,filmic,0.24465706944465637
C:\hdr_perceptual\data\hdr_exr\Petroglyphs.exr,gamma,2.1266257762908936
C:\hdr_perceptual\data\hdr_exr\Petroglyphs.exr,reinhard_local,0.2838386595249176
C:\hdr_perceptual\data\hdr_exr\RIT Tiger.exr,reinhard,0.19681011140346527
C:\hdr_perceptual\data\hdr_exr\RIT Tiger.exr,drago,0.23578566312789917
C:\hdr_perceptual\data\hdr_exr\RIT Tiger.exr,filmic,0.3102283477783203
C:\hdr_perceptual\data\hdr_exr\RIT Tiger.exr,gamma,1.4851137399673462
C:\hdr_perceptual\data\hdr_exr\RIT Tiger.exr,reinhard_local,0.2404603660106659
C:\hdr_perceptual\data\hdr_exr\Redwood Sunset.exr,reinhard,0.1548842191696167
C:\hdr_perceptual\data\hdr_exr\Redwood Sunset.exr,drago,0.3187289834022522
C:\hdr_perceptual\data\hdr_exr\Redwood Sunset.exr,filmic,0.1851968616247177
C:\hdr_perceptual\data\hdr_exr\Redwood Sunset.exr,gamma,1.4899944067001343
C:\hdr_perceptual\data\hdr_exr\Redwood Sunset.exr,reinhard_local,0.15694333612918854
C:\hdr_perceptual\data\hdr_exr\Road's End Fire Damage.exr,reinhard,0.29192662239074707
C:\hdr_perceptual\data\hdr_exr\Road's End Fire Damage.exr,drago,0.5648444294929504
C:\hdr_perceptual\data\hdr_exr\Road's End Fire Damage.exr,filmic,0.804456889629364
C:\hdr_perceptual\data\hdr_exr\Road's End Fire Damage.exr,gamma,1.690516471862793
C:\hdr_perceptual\data\hdr_exr\Road's End Fire Damage.exr,reinhard_local,0.34337642788887024
C:\hdr_perceptual\data\hdr_exr\Round Barn Inside.exr,reinhard,1.43351411819458
C:\hdr_perceptual\data\hdr_exr\Round Barn Inside.exr,drago,0.7075973749160767
C:\hdr_perceptual\data\hdr_exr\Round Barn Inside.exr,filmic,1.4424675703048706
C:\hdr_perceptual\data\hdr_exr\Round Barn Inside.exr,gamma,0.6902036666870117
C:\hdr_perceptual\data\hdr_exr\Round Barn Inside.exr,reinhard_local,1.4342390298843384
C:\hdr_perceptual\data\hdr_exr\Round Stone Barn.exr,reinhard,0.6074730753898621
C:\hdr_perceptual\data\hdr_exr\Round Stone Barn.exr,drago,0.04884129762649536
C:\hdr_perceptual\data\hdr_exr\Round Stone Barn.exr,filmic,0.5379238128662109
C:\hdr_perceptual\data\hdr_exr\Round Stone Barn.exr,gamma,1.1158324480056763
C:\hdr_perceptual\data\hdr_exr\Round Stone Barn.exr,reinhard_local,0.43339067697525024
C:\hdr_perceptual\data\hdr_exr\Route 66 Museum.exr,reinhard,0.290028840303421
C:\hdr_perceptual\data\hdr_exr\Route 66 Museum.exr,drago,0.32675352692604065
C:\hdr_perceptual\data\hdr_exr\Route 66 Museum.exr,filmic,0.4824405312538147
C:\hdr_perceptual\data\hdr_exr\Route 66 Museum.exr,gamma,2.2669997215270996
C:\hdr_perceptual\data\hdr_exr\Route 66 Museum.exr,reinhard_local,0.17894530296325684
C:\hdr_perceptual\data\hdr_exr\Sequoia Remains.exr,reinhard,0.3363187313079834
C:\hdr_perceptual\data\hdr_exr\Sequoia Remains.exr,drago,0.2512587904930115
C:\hdr_perceptual\data\hdr_exr\Sequoia Remains.exr,filmic,0.23289814591407776
C:\hdr_perceptual\data\hdr_exr\Sequoia Remains.exr,gamma,1.6926100254058838
C:\hdr_perceptual\data\hdr_exr\Sequoia Remains.exr,reinhard_local,0.20880602300167084
C:\hdr_perceptual\data\hdr_exr\Smoky Tunnel.exr,reinhard,0.40293365716934204
C:\hdr_perceptual\data\hdr_exr\Smoky Tunnel.exr,drago,0.6165071725845337
C:\hdr_perceptual\data\hdr_exr\Smoky Tunnel.exr,filmic,0.8605557680130005
C:\hdr_perceptual\data\hdr_exr\Smoky Tunnel.exr,gamma,1.3160803318023682
C:\hdr_perceptual\data\hdr_exr\Smoky Tunnel.exr,reinhard_local,0.4412105083465576
C:\hdr_perceptual\data\hdr_exr\South Branch Kings River.exr,reinhard,0.4903297424316406
C:\hdr_perceptual\data\hdr_exr\South Branch Kings River.exr,drago,0.7013477683067322
C:\hdr_perceptual\data\hdr_exr\South Branch Kings River.exr,filmic,0.9918015003204346
C:\hdr_perceptual\data\hdr_exr\South Branch Kings River.exr,gamma,1.2964110374450684
C:\hdr_perceptual\data\hdr_exr\South Branch Kings River.exr,reinhard_local,0.5148875713348389
C:\hdr_perceptual\data\hdr_exr\Sunset Point (1).exr,reinhard,0.32253336906433105
C:\hdr_perceptual\data\hdr_exr\Sunset Point (1).exr,drago,0.014976108446717262
C:\hdr_perceptual\data\hdr_exr\Sunset Point (1).exr,filmic,0.3434329926967621
C:\hdr_perceptual\data\hdr_exr\Sunset Point (1).exr,gamma,1.3052769899368286
C:\hdr_perceptual\data\hdr_exr\Sunset Point (1).exr,reinhard_local,0.21490192413330078
C:\hdr_perceptual\data\hdr_exr\Sunset Point (2).exr,reinhard,0.41721946001052856
C:\hdr_perceptual\data\hdr_exr\Sunset Point (2).exr,drago,0.08625296503305435
C:\hdr_perceptual\data\hdr_exr\Sunset Point (2).exr,filmic,0.45599082112312317
C:\hdr_perceptual\data\hdr_exr\Sunset Point (2).exr,gamma,1.5299530029296875
C:\hdr_perceptual\data\hdr_exr\Sunset Point (2).exr,reinhard_local,0.29574310779571533
C:\hdr_perceptual\data\hdr_exr\Taughannock Falls.exr,reinhard,0.6664742827415466
C:\hdr_perceptual\data\hdr_exr\Taughannock Falls.exr,drago,0.3943856656551361
C:\hdr_perceptual\data\hdr_exr\Taughannock Falls.exr,filmic,1.1220873594284058
C:\hdr_perceptual\data\hdr_exr\Taughannock Falls.exr,gamma,0.8208298087120056
C:\hdr_perceptual\data\hdr_exr\Taughannock Falls.exr,reinhard_local,0.7461039423942566
C:\hdr_perceptual\data\hdr_exr\The Grotto.exr,reinhard,0.5256255269050598
C:\hdr_perceptual\data\hdr_exr\The Grotto.exr,drago,0.1704896092414856
C:\hdr_perceptual\data\hdr_exr\The Grotto.exr,filmic,0.2553481459617615
C:\hdr_perceptual\data\hdr_exr\The Grotto.exr,gamma,2.02008318901062
C:\hdr_perceptual\data\hdr_exr\The Grotto.exr,reinhard_local,0.3679138123989105
C:\hdr_perceptual\data\hdr_exr\The Narrows (1).exr,reinhard,0.33465829491615295
C:\hdr_perceptual\data\hdr_exr\The Narrows (1).exr,drago,0.4284277558326721
C:\hdr_perceptual\data\hdr_exr\The Narrows (1).exr,filmic,0.41025733947753906
C:\hdr_perceptual\data\hdr_exr\The Narrows (1).exr,gamma,2.149069309234619
C:\hdr_perceptual\data\hdr_exr\The Narrows (1).exr,reinhard_local,0.19289083778858185
C:\hdr_perceptual\data\hdr_exr\The Narrows (2).exr,reinhard,0.38615915179252625
C:\hdr_perceptual\data\hdr_exr\The Narrows (2).exr,drago,0.2745358943939209
C:\hdr_perceptual\data\hdr_exr\The Narrows (2).exr,filmic,0.3246074318885803
C:\hdr_perceptual\data\hdr_exr\The Narrows (2).exr,gamma,2.03044056892395
C:\hdr_perceptual\data\hdr_exr\The Narrows (2).exr,reinhard_local,0.22125683724880219
C:\hdr_perceptual\data\hdr_exr\The Narrows (3).exr,reinhard,0.46749234199523926
C:\hdr_perceptual\data\hdr_exr\The Narrows (3).exr,drago,0.16671541333198547
C:\hdr_perceptual\data\hdr_exr\The Narrows (3).exr,filmic,0.3345053195953369
C:\hdr_perceptual\data\hdr_exr\The Narrows (3).exr,gamma,1.890806794166565
C:\hdr_perceptual\data\hdr_exr\The Narrows (3).exr,reinhard_local,0.27494728565216064
C:\hdr_perceptual\data\hdr_exr\Tunnel View (1).exr,reinhard,0.35466790199279785
C:\hdr_perceptual\data\hdr_exr\Tunnel View (1).exr,drago,0.2506779730319977
C:\hdr_perceptual\data\hdr_exr\Tunnel View (1).exr,filmic,0.38018807768821716
C:\hdr_perceptual\data\hdr_exr\Tunnel View (1).exr,gamma,2.259758472442627
C:\hdr_perceptual\data\hdr_exr\Tunnel View (1).exr,reinhard_local,0.2268325537443161
C:\hdr_perceptual\data\hdr_exr\Tunnel View (2).exr,reinhard,0.5414265990257263
C:\hdr_perceptual\data\hdr_exr\Tunnel View (2).exr,drago,0.07062888890504837
C:\hdr_perceptual\data\hdr_exr\Tunnel View (2).exr,filmic,0.3096804618835449
C:\hdr_perceptual\data\hdr_exr\Tunnel View (2).exr,gamma,1.850656509399414
C:\hdr_perceptual\data\hdr_exr\Tunnel View (2).exr,reinhard_local,0.35377898812294006
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (1).exr,reinhard,0.42304983735084534
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (1).exr,drago,0.18837380409240723
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (1).exr,filmic,1.158886194229126
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (1).exr,gamma,0.0
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (1).exr,reinhard_local,0.3279940187931061
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (2).exr,reinhard,0.7067768573760986
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (2).exr,drago,0.15705423057079315
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (2).exr,filmic,1.0299288034439087
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (2).exr,gamma,0.08220196515321732
C:\hdr_perceptual\data\hdr_exr\Tupper Lake (2).exr,reinhard_local,0.4132145941257477
C:\hdr_perceptual\data\hdr_exr\UR Chapel (1).exr,reinhard,1.2829829454421997
C:\hdr_perceptual\data\hdr_exr\UR Chapel (1).exr,drago,1.0064380168914795
C:\hdr_perceptual\data\hdr_exr\UR Chapel (1).exr,filmic,1.383147120475769
C:\hdr_perceptual\data\hdr_exr\UR Chapel (1).exr,gamma,0.6555493474006653
C:\hdr_perceptual\data\hdr_exr\UR Chapel (1).exr,reinhard_local,1.2789666652679443
C:\hdr_perceptual\data\hdr_exr\UR Chapel (2).exr,reinhard,1.3478062152862549
C:\hdr_perceptual\data\hdr_exr\UR Chapel (2).exr,drago,0.7775912284851074
C:\hdr_perceptual\data\hdr_exr\UR Chapel (2).exr,filmic,1.4417136907577515
C:\hdr_perceptual\data\hdr_exr\UR Chapel (2).exr,gamma,0.6698224544525146
C:\hdr_perceptual\data\hdr_exr\UR Chapel (2).exr,reinhard_local,1.3409559726715088
C:\hdr_perceptual\data\hdr_exr\Upheaval Dome.exr,reinhard,0.2811141610145569
C:\hdr_perceptual\data\hdr_exr\Upheaval Dome.exr,drago,0.19548392295837402
C:\hdr_perceptual\data\hdr_exr\Upheaval Dome.exr,filmic,0.6966008543968201
C:\hdr_perceptual\data\hdr_exr\Upheaval Dome.exr,gamma,0.9373030066490173
C:\hdr_perceptual\data\hdr_exr\Upheaval Dome.exr,reinhard_local,0.17685702443122864
C:\hdr_perceptual\data\hdr_exr\Waffle House.exr,reinhard,1.2599971294403076
C:\hdr_perceptual\data\hdr_exr\Waffle House.exr,drago,1.011031150817871
C:\hdr_perceptual\data\hdr_exr\Waffle House.exr,filmic,1.3640574216842651
C:\hdr_perceptual\data\hdr_exr\Waffle House.exr,gamma,0.502617359161377
C:\hdr_perceptual\data\hdr_exr\Waffle House.exr,reinhard_local,1.2785342931747437
C:\hdr_perceptual\data\hdr_exr\Wall Drug.exr,reinhard,0.379059761762619
C:\hdr_perceptual\data\hdr_exr\Wall Drug.exr,drago,0.6012777090072632
C:\hdr_perceptual\data\hdr_exr\Wall Drug.exr,filmic,0.720341682434082
C:\hdr_perceptual\data\hdr_exr\Wall Drug.exr,gamma,1.2456035614013672
C:\hdr_perceptual\data\hdr_exr\Wall Drug.exr,reinhard_local,0.43609803915023804
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (1).exr,reinhard,0.24757321178913116
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (1).exr,drago,0.5053725838661194
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (1).exr,filmic,0.5222800970077515
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (1).exr,gamma,1.7552436590194702
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (1).exr,reinhard_local,0.2472972422838211
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (2).exr,reinhard,0.2681325078010559
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (2).exr,drago,0.5296924114227295
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (2).exr,filmic,0.6165915131568909
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (2).exr,gamma,1.601253867149353
C:\hdr_perceptual\data\hdr_exr\West Branch Ausable (2).exr,reinhard_local,0.3439088761806488
C:\hdr_perceptual\data\hdr_exr\Willy Desk.exr,reinhard,0.276585191488266
C:\hdr_perceptual\data\hdr_exr\Willy Desk.exr,drago,0.3407168984413147
C:\hdr_perceptual\data\hdr_exr\Willy Desk.exr,filmic,0.20749825239181519
C:\hdr_perceptual\data\hdr_exr\Willy Desk.exr,gamma,1.4829514026641846
C:\hdr_perceptual\data\hdr_exr\Willy Desk.exr,reinhard_local,0.18397316336631775
C:\hdr_perceptual\data\hdr_exr\Willy Sentinel.exr,reinhard,0.38415589928627014
C:\hdr_perceptual\data\hdr_exr\Willy Sentinel.exr,drago,0.08806873857975006
C:\hdr_perceptual\data\hdr_exr\Willy Sentinel.exr,filmic,0.9743497967720032
C:\hdr_perceptual\data\hdr_exr\Willy Sentinel.exr,gamma,0.705843448638916
C:\hdr_perceptual\data\hdr_exr\Willy Sentinel.exr,reinhard_local,0.278839111328125
C:\hdr_perceptual\data\hdr_exr\Yosemite Falls.exr,reinhard,0.34226492047309875
C:\hdr_perceptual\data\hdr_exr\Yosemite Falls.exr,drago,0.5908567309379578
C:\hdr_perceptual\data\hdr_exr\Yosemite Falls.exr,filmic,0.8585167527198792
C:\hdr_perceptual\data\hdr_exr\Yosemite Falls.exr,gamma,1.4415521621704102
C:\hdr_perceptual\data\hdr_exr\Yosemite Falls.exr,reinhard_local,0.42077332735061646
C:\hdr_perceptual\data\hdr_exr\Zentrum.exr,reinhard,1.2252564430236816
C:\hdr_perceptual\data\hdr_exr\Zentrum.exr,drago,0.6880437731742859
C:\hdr_perceptual\data\hdr_exr\Zentrum.exr,filmic,0.9260230660438538
C:\hdr_perceptual\data\hdr_exr\Zentrum.exr,gamma,0.546477198600769
C:\hdr_perceptual\data\hdr_exr\Zentrum.exr,reinhard_local,1.2385008335113525
